PART,MANUFACTURER,DESCRIPTION,SYSTEM,COMPONENT,ASSEMBLY,constructed_code
9010376,TENNANT,"VR, HOSE",55,0,0,055-000-000
9010439,TENNANT,"DIPSTICK, GUAUGE",40,0,0,040-000-000
9010484,TENNANT,"BOLT KIT, HEAD",266,1,0,266-001-000
9010629,TENNANT,"VR,ELBOW",61,10,7,061-010-007
9010632,TENNANT,"GASKET, OUTLET",0,0,0,000-000-000
9010904,TENNANT,"HOSE,KIT,COOLANT",61,0,0,061-000-000
901168-01,PROVEN QUALITY,REAR DISC BRAKE ROTOR,13,2,124,013-002-124
90-12724,OTR - OVER THE ROAD,"TORQUE, ARM BOLT 1 ""-14 X 5",16,8,124,016-008-124
90-12725,"HUTCHENS INDS, INC.",NUT - FLANGED LOCK NUT,16,0,0,016-000-000
90133,MEC PARTS,"BEARNG KIT, HYDRAULIC BRAKE",266,0,0,266-000-000
9013530,TENNANT,"SEAL, TUBE",55,0,0,055-000-000
9013646,TENNANT,"CARTRIDGE, EC-H2O, NANOCLEAN",61,12,11,061-012-011
9013757,TOYOTA,SQUEEGEE KIT - LH,266,0,0,266-000-000
9014160,TENNANT,"PLUG, SPARK VR",45,0,0,045-000-000
9014172,TENNANT,"SQUEEGEE, LINATEX, KIT",61,11,1,061-011-001
9015013,TENNANT,"KIT, PUMP-HYD CYL",65,13,15,065-013-015
9015044,TENNANT,"TIRE KIT, FRONT, STD, GRAY",269,5,0,269-005-000
9015065,TENNANT,"MOTOR KIT, ELE, SHAKER, AFMKT",266,0,,266-000-000
9015184,TENNANT,MAGNETIC HUB DRIVE KIT,161,0,,161-000-000
9015633,TENNANT,"PANEL,KIT",55,0,0,055-000-000
9015635,TENNANT,PANEL KIT POD,55,0,0,055-000-000
9015735,TENNANT,"BLADE KIT, 650MM",266,0,0,266-000-000
9015737,TENNANT,"BLADE KIT, 700MM,LINATEX",266,0,0,266-000-000
9015738,TENNANT,"BLADE, URETHANE, 700MM",61,11,6,061-011-006
9015765,TENNANT,"BELT KIT, MOTOR",55,0,0,055-000-000
90160-05001-71,TOYOTA,SCREW ROUND TAP,266,0,0,266-000-000
90-160-96,TAYLOR-DUNN MFG. CO.,"SEAT, DRIVER",61,0,0,061-000-000
901627,"GATES RUBBER, THE","BELT, V-AC",42,3,10,042-003-010
9016496,TENNANT,"VALVE KIT, 36V HI FLOW",266,0,0,266-000-000
9017,NAPA,"FILTER, AIR, ENGINE",41,1,5,041-001-005
90170-16006-71,TOYOTA,NUT,266,0,0,266-000-000
90171-24116-71,TOYOTA,"NUT, CASTLE, REAR AXLE HUB",266,1,0,266-001-000
9017507,TENNANT,"CAP, DRAIN ASSY",161,0,0,161-000-000
90179-10011-71,TOYOTA,NUT,43,0,0,043-000-000
90179-18001-71,TOYOTA,"NUT, LOCKING",266,1,0,266-001-000
9018627,TENNANT,SQUEEGEE KIT,266,1,0,266-001-000
9020070,TOYOTA,SQUEEGEE KIT CI T17,266,0,0,266-000-000
9020080,TENNANT,"WAND, VACUUM, KIT",61,3,0,061-003-000
9020107,TENNANT,LIGHT KIT,61,0,0,061-000-000
9020215,TENNANT,"KIT, TRAY DEBRIS",61,2,0,061-002-000
9020232,TENNANT,"KIT, AFM SQUARE LINK",266,4,0,266-004-000
9020233,TENNANT,"ASSEMBLY, CASTER",266,0,0,266-000-000
902024,MAXON,WASHER THREAD SEAL.PUMP,53,7,8,053-007-008
9020265,TENNANT,"BEARING, WHEEL, KIT",55,0,0,055-000-000
9020271,TENNANT,SQUEEGEE,61,11,0,061-011-000
9020273,TENNANT,REAR BUMPER,61,0,,061-000-000
9021687,TENNANT,"CONTROLLER, STEER MOTOR",266,5,0,266-005-000
902-2081,DORMAN PROD CO.,"HOUSING, THERMOSTAT",1,0,0,001-000-000
902-231,DORMAN PROD CO.,WATER OUTLET,42,4,1,042-004-001
90228,TICO TRACTORS,"SEAT, HIGH PROFILE MID-BACK BL",2,37,0,002-037-000
90240-10006-71,TOYOTA,"PIN, W/HOLE",266,1,0,266-001-000
90251148,ISUZU MOTORS LTD,ALTERNATOR,31,1,1,031-001-001
90-29-5445,DENSO INTL AMERICA,50AMP 12 VOLT ALTERNATOR,31,1,,031-001-000
9029A,3B PUTTY,"PUTTY, 3B, 1/2 JARS",53,998,35,053-998-035
90-3116,THERMO KING,"HINGE, DOOR",2,18,0,002-018-000
903158-01,MAXON,"HEX, NUT",55,1,5,055-001-005
903435-12,MAXON,"WASHER, NORD-LOCK",55,1,5,055-001-005
90-3457,THERMO KING,"KIT,EVAP,PANEL",82,1,0,082-001-000
903457-01,MAXON,"LOCK, WASHER",55,1,5,055-001-005
903463-02,MAXON,"WASHER FLAT, TEFLON, 1.015x1.7",55,7,0,055-007-000
90-3526,THERMO KING,KIT MUFFLER,43,3,0,043-003-000
903G,VOLVO,BUMPER,71,0,0,071-000-000
904-282,DORMAN PROD CO.,"CONTROLLER, DIESEL, GLOW PLUG",32,3,18,032-003-018
904441,THERMO KING,KIT THROTTLE LINKAGE,82,1,0,082-001-000
90-4537,THERMO KING,"GRILLE, INSERT, CURBSIDE",82,29,48,082-029-048
904538,THERMO KING,"GRILLE,ROADSIDE",82,8,87,082-008-087
90-4539,THERMO KING,"GRILLE, MESH INSERT, ROADSIDE",82,29,47,082-029-047
904-7163,DORMAN PROD CO.,SENSOR-EXHAUST,43,1,69,043-001-069
904717-08,MAXON,"PIN, ROLL - 3/8” X 2-1/2” LG.",55,1,0,055-001-000
904719-17,MAXON,ROLL PIN,55,0,0,055-000-000
905007-03,MAXON,"ROLL PIN DIM.156 X.63, Z",55,0,0,055-000-000
905007-07,MAXON,PIN ROLL .156 X 1.00 ZIN,55,0,0,055-000-000
905015-3,MAXON,"PIN, ROLL - 3/16"" x 1.5",55,1,0,055-001-000
905033,MAXON,"PIN, ROLL",55,10,0,055-010-000
905033-1,MAXON,"PIN, ROLL - 1/4"" x 1.5""",55,1,0,055-001-000
905033-2,MAXON,ROLL PIN,55,1,78,055-001-078
905033-5,MAXON,"PIN, ROLL - 1/4” X 2” LG.",55,1,0,055-001-000
90506-08001-71,TOYOTA,SPRING,266,1,0,266-001-000
905-096,DORMAN PROD CO.,SHIFT TUBE DAMPNER,27,0,0,027-000-000
905-114,DORMAN PROD CO.,AUTOMATIC TRANS SHIFT LEVER,27,0,0,027-000-000
905-141,DORMAN PROD CO.,SHIFT CABLE,27,38,0,027-038-000
905158,MAXON,ELBOW - MAXON,55,3,0,055-003-000
90517,IMPERIAL SUPPLIES,"FITTING, AIR BRAKE - 3/8 X 1/2",13,7,23,013-007-023
905176,MAXON,CONNECTOR,55,0,0,055-000-000
905195,MAXON,RELIEF VALVE,55,0,,055-000-000
905198,MAXON,BEARING,18,5,3,018-005-003
905200,MAXON,"BEARING, SELF LUBE  1.25ID X 2",55,1,0,055-001-000
905363-01,MAXON,"BUMPER, LIFTGATE RUBBER",55,0,0,055-000-000
90549992,KENWORTH TRUCK CO,"V-ROD,ASSY",16,8,143,016-008-143
90554615,HALDEX,VALVE PILOT,65,24,0,065-024-000
90555353,VOLVO,HEIGHT LEVELING VALVE,16,8,23,016-008-023
90555375,OTR - OVER THE ROAD,OTR HCV W/ DUMP F/KENWRTH L,16,8,23,016-008-023
90560012,SAF HOLLAND USA,TRAILER BRAKE VALVE,13,5,26,013-005-026
905618,THERMO KING,BACKET,82,1,1,082-001-001
90584-43001-71,TOYOTA,EXHAUST PIPE GASKET,43,0,0,043-000-000
9060140922,DETROIT DIESEL CORP,"GASKET, OIL PAN",45,13,3,045-013-003
90622,IMPERIAL SUPPLIES,"GLADHAND, BLUE ALUM ANGLE MOUN",13,7,0,013-007-000
90625,IMPERIAL SUPPLIES,"GLADHAND, EMERGENCY, RED",13,10,32,013-010-032
90626,IMPERIAL SUPPLIES,"GLADHAND, SERVICE, BLUE",13,10,31,013-010-031
90630-U5121-71,TOYOTA,REAR LIFT CHAIN ASSY,266,1,0,266-001-000
90631-U8079-1,TOYOTA,"CHAIN, SUB-ASSY",266,0,0,266-000-000
90632-U5097-71,TOYOTA,CHAIN SUB-ASSY,266,1,0,266-001-000
90632-U6083-71,TOYOTA,"CHAIN, LIFT, ASSY",266,1,0,266-001-000
9064211500,MERCEDES-BENZ OF NA,"PADS, BRAKE, FRONT",13,1,139,013-001-139
9064211600,MERCEDES-BENZ OF NA,"PADS, BRAKE, FRONT",13,1,139,013-001-139
90643-U4145-71,TOYOTA,"HOSE, LOW PRESSURE BK",266,0,0,266-000-000
90643-U4183-71,TOYOTA,"HOSE, LOWER PRESSURE",0,0,0,000-000-000
906441,"CAPACITY, INC.","TUBE, CROSS",11,1,61,011-001-061
906-540-15-17,MERCEDES-BENZ OF NA,"SENSOR, WEAR",13,0,0,013-000-000
906578-01,LEYMAN,RELAY,55,15,1,055-015-001
906590-01,MAXON,"SWITCH, BATTERY SELECTOR - PER",55,10,0,055-010-000
906608-01,MAXON,"SWITCH, PUMP",55,0,0,055-000-000
906704-01,MAXON,ELBOW FITTING,53,8,4,053-008-004
906708-01,MAXON,"ELBOW, NPSC, SAE #6",55,10,195,055-010-195
906812-01,MAXON,STR THD #10 & #6 REDUCER,53,8,4,053-008-004
906-820-78-00,MERCEDES-BENZ OF NA,CAMERA REAR,52,0,0,052-000-000
906822-01,MAXON,"VALVE, 2-POSITION, 2-WAY",55,10,214,055-010-214
906830-01,MAXON,ELBOW UNION,68,0,0,068-000-000
906831-01,MAXON,"VALVE ASSEMBLY, 12VDC",55,14,0,055-014-000
906930-01,MAXON,RELIEF VALVE,55,0,0,055-000-000
90693-U3210-71,TOYOTA,"HOSE, HIGH PRESSURE",65,7,0,065-007-000
90693-U3235-71,TOYOTA,HOSE HIGH PRESS,266,0,0,266-000-000
90693-U3240-71,TOYOTA,HOSE HIGH PRESS,266,0,0,266-000-000
90695-U5062-71,TOYOTA,"HOSE, HYDRAULIC",55,0,0,055-000-000
90695-U5101-71,TOYOTA,"HOSE,HIGH,PRESSURE",266,0,0,266-000-000
906987-01,MAXON,12 VDC 3W2P VALVE ASSEMBLY,55,14,,055-014-000
906-990-04-01,MERCEDES-BENZ OF NA,"BRAKE, BOLT W/FLANGE",13,0,0,013-000-000
90-70-28X,SPICER AXLE-TRANS,STRAP KIT,22,0,,022-000-000
907150-01,MAXON,FLASHING SAFETY LIGHT,34,4,0,034-004-000
907230-01,MAXON,"BREAKER, CIRCUIT - 200 AMP",34,4,0,034-004-000
907230-03,MAXON,175 AMP CIRCUIT BREAKER,34,4,10,034-004-010
907235-01,MAXON,SENSOR PROX,65,20,4,065-020-004
90753-7,IMPERIAL SUPPLIES,BLUE SERVICE GLADHAND,13,10,32,013-010-032
90754-7,IMPERIAL SUPPLIES,RED SERVICE GLAD HAND,13,10,32,013-010-032
9079057103,MERCEDES-BENZ OF NA,"SENSOR, WEAR, BRAKES",13,2,135,013-002-135
907-990-08-00,MERCEDES-BENZ OF NA,"BRAKE, BOLT",13,0,0,013-000-000
908007-01,MAXON,"BEARING, FLANGED 1.25 SHFT",53,16,0,053-016-000
908007-06,MAXON,"BEARING, FLANGED",55,0,0,055-000-000
908011-01,MAXON,"BEARING, RUNNER RH - CMPST 2.2",55,1,0,055-001-000
908016-01,MAXON,GROMMET RUBBER,55,1,1,055-001-001
908017-01,MAXON,DRAIN PORT PLUG,55,1,1,055-001-001
90802164,WALTCO LIFT CORP,"WALTCO HANDLE WELDMENT, CART R",55,0,0,055-000-000
90802194,WALTCO LIFT CORP,"WASHER, SS",55,11,7,055-011-007
908-0223-01,KENWORTH TRUCK CO,"DEF,CAP",43,6,74,043-006-074
90802990,WALTCO LIFT CORP,HYDRAULIC MOTOR W/ BRAKE,55,10,149,055-010-149
90803,DORMAN PROD CO.,"SOCKET, YELLOW BULB, 16 GAUGE",34,2,4,034-002-004
908062-01,MAXON,BUSHING .38 X .25,55,1,0,055-001-000
908078-02,MAXON,THRUST BEARING,55,1,1,055-001-001
908-1716-01,"PACCAR, INC.","KIT- DEF, CAP 2D6",43,6,74,043-006-074
90830,IMPERIAL SUPPLIES,BLUE SERVICE GLAD HAND,53,17,4,053-017-004
90831,IMPERIAL SUPPLIES,RED EMERGENCY GLAD HAND,53,17,4,053-017-004
90857,IMPERIAL SUPPLIES,"HOSE, BRAKE, RED/BLUE, 15'",13,10,498,013-010-498
90857-1,IMPERIAL SUPPLIES,"HOSE, BRAKE, RED, 15'",13,10,283,013-010-283
90866,IMPERIAL SUPPLIES,TENDER SPRING W/CVR-NO HOLDER,50,0,0,050-000-000
90866-4,IMPERIAL SUPPLIES,"20"" TENDER SPRING & COVER",13,7,0,013-007-000
9087,NAPA,"FILTER, AIR, ENGINE",41,1,5,041-001-005
9088,BRIDGESTONE TIRE,"TIRE, R196A, 295/75R22.5",17,1,2,017-001-002
90900-U9023-71,TOYOTA,"PAINT, AEROSOL, COLD GALVANIZE",53,998,10,053-998-010
90904-U9002-71,TOYOTA,"KIT, WATER PUMP",266,0,0,266-000-000
90904-U9120-71,TOYOTA,"KIT, THERMOSTAT, COOLING",42,6,1,042-006-001
90904-U9130-71,TOYOTA,"KIT, TUNE UP",266,0,0,266-000-000
90908191,WALTCO LIFT CORP,WALTCO RAMP WELDMENT,55,0,0,055-000-000
90908195,WALTCO LIFT CORP,WALTCO POLYGON BUSHING GT C.S.,55,0,0,055-000-000
909104,"CAPACITY, INC.","CONNECTOR, FAN SWITCH",1,2,,001-002-000
909138K,"CAPACITY, INC.",KIT I/O SERVICE12V PROG 242,37,0,0,037-000-000
9091602594,HINO,"BELT, V, COMPRESSOR TO CRANK",1,1,48,001-001-048
909360,IMPERIAL SUPPLIES,"TUBING, 100FT. DOT NYLON AIR B",53,8,3,053-008-003
90951-5,"GROTE INDS, INC.","HEADLAMP, LED, SEALED, 5"" X 7""",34,1,151,034-001-151
90X96X250,"CRC INDS, INC.","LINING, TRAILER - KEMLITE - RO",71,8,,071-008-000
910105-014013,MERCEDES-BENZ OF NA,"SCREW, BRAKE",13,0,0,013-000-000
91014623,OREILLY AUTO PARTS,STARTER 38MT 12V 10T,32,2,1,032-002-001
91019650,WALTCO LIFT CORP,"DRIVE SHAFT WELDMENT, ZINC PLT",55,10,0,055-010-000
9103,PERMATEX IND CORP.,"KIT, WINDSHIELD REPAIR",2,24,1,002-024-001
910365,TICO TRACTORS,SWITCH-ROCKER MIRROR DIRECTION,2,10,55,002-010-055
910430,TRAMEC,"CHAMBER, BRAKE",13,18,,013-018-000
910964-9,ANDERSON POWER PROD,"HANDLE, CONNECTOR, RED",266,0,0,266-000-000
91099,FREIGHTLINER,CLIP RETAINER,2,0,0,002-000-000
911017-2,IMPERIAL SUPPLIES,"FLANGE, INLET",30,0,0,030-000-000
911051,IMPERIAL SUPPLIES,"REFRIGERANT RECOVERY CYLINDER,",1,1,,001-001-000
9110607100,MITSUBISHI,"LIGHT, STROBE ML5-AMBER",34,6,48,034-006-048
